08536	1260.94	1
08540	623.69	5
08544	636.08	5
08628	821.5	2
08901	1220.37	2
08904	174.12	1
09630	206.66	1
09920	5212.49	8
10002	3966.06	3
10003	1144.5	3
10007	2405.14	2
10010	4503.54	13
10011	2750.37	2
10012	469.95	3
10014	2614.85	4
10016	397.53	2
10018	28.66	1
10019	122.88	1
10024	1113.97	8
10025	1319.73	5
10027	3599.71	7
10028	1329.72	1
10029	932.15	10
10031	207.36	1
10032	1207	9
10033	593.16	1
10038	2149.6	2
10075	1744.81	32
10128	1168.82	4
10158	200.91	2
10301	122.88	1
10306	122.88	1
10454	3266.78	3
10455	1140.43	3
10456	239.8	1
10457	122.88	1
10467	122.88	1
10471	239.8	1
10473	122.88	1
10520	1724.14	3
10538	3586.99	13
10573	131.36	1
10704	2320.19	10
10913	7461.77	4
10960	429.12	1
11021	1868.28	1
11101	122.88	1
11111	131.15	1
11152	989.95	2
11201	3064.72	13
11204	119.15	1
11205	3318.12	18
11209	122.88	1
11214	187.42	1
11215	544.12	8
11217	3617.52	21
11218	3703.31	4
11220	122.88	1
11221	1144.4	1
11222	130746.31	24
11224	122.88	1
11229	496.88	1
11231	1349.19	11
11249	107.01	1
11352	220.8	1
11354	122.88	1
11364	122.88	1
11365	23.97	1
11367	706.32	1
11368	513.02	1
11374	122.88	1
11412	122.88	1
11413	181.66	1
11423	122.88	1
11435	54.2	1
11507	135.37	2
11553	157.2	2
11590	192.73	2
11722	820.92	1
11794	532.23	2
11932	1072.84	2
11937	2508.65	5
11951	47.59	1
12027	1719.52	2
12077	367.93	5
12110	172.04	2
12180	1797.98	3
12210	175.16	1
12302	1268.82	4
12308	3392.39	14
12309	321.81	3
12385	1409.45	1
12508	139.87	1
12603	110.58	2
12845	151.62	1
12871	1595.11	5
13039	243.23	4
13507	1892.63	1
13560	33.52	1
13699	51.92	1
13730	143.92	1
13760	191.65	1
13902	243.56	3
14132	429.84	1
14226	75.94	1
14260	1709.35	4
14420	255.44	3
14472	132.33	2
14534	107.53	1
14618	1026.36	4
14623	9127.95	29
14850	18492.7	16
14853	2114.2	11
15057	18724.2	6
15059	2154.16	2
15101	2167.45	1
15108	119.36	1
15206	1456.94	9
15213	5005.44	18
15217	63.97	1
15219	87.44	2
15222	645.61	1
15224	1775.1	6
15228	1381.53	1
15238	1435.43	4
15668	165.11	4
16143	37.99	1
16172	124.94	1
16412	65.16	1
16504	31.89	1
16601	39.93	1
16673	393.37	2
16802	3987.04	15
17001	259.94	2
17022	4236.79	5
17402	106.89	3
17601	173.36	1
17606	228.71	3
17815	1706.62	2
17837	386.76	2
18014	2060.55	17
18015	98.09	1
18042	3313.73	2
18190	888.73	1
18210	933.04	2
18337	82.84	1
18949	1378.73	1
19010	284	1
19014	2059.48	2
19037	422.9	4
19041	374.08	1
19047	798.27	1
19066	203.12	3
19081	67.39	1
19082	11.93	1
19096	2804.98	1
19102	1190.53	1
19103	5479.49	6
19104	10356.94	21
19107	3127.45	8
19118	3178.69	20
19129	362.9	3
19130	1080.15	10
19133	52.06	1
19403	648.28	1
19446	326.53	3
19716	43.69	1
19803	1433.92	8
19810	364.8	1
20010	579.92	2
20035	294.49	2
20112	39.29	1
20120	40.09	1
20187	2000	1
20650	120.8	2
20715	3521.02	2
20740	806.3	8
20742	5132.38	11
20781	1039.92	1
20782	3957.64	1
20794	33.72	1
20817	531.24	1
20853	5101.47	9
20854	1000	1
20902	180.72	1
20904	682.92	9
21032	79.96	1
21037	255.4	1
21042	74.89	1
21044	1183.22	5
21076	3477.88	4
21090	133.12	2
21117	79.6	1
21144	394.33	2
21157	149.13	1
21203	422.54	4
21204	24.3	1
21208	141.61	2
21244	0	1
21252	104.64	1
21401	1027.41	1
21402	11459.69	16
21409	92.03	1
21617	1529.15	6
21742	1194.75	2
21773	98.22	1
21811	93.26	1
22015	149.23	1
22030	104.75	2
22046	212.64	3
22066	459.07	2
22079	58.56	1
22124	67	1
22192	270.23	2
22203	331.36	1
22204	1322.59	3
22303	166.77	2
22306	118.52	2
22308	1500	1
22309	378.01	1
22312	11878.49	46
22406	1760.06	4
22451	117.11	2
22701	319.68	1
22802	427.35	3
22851	254.58	6
22902	102.3	1
22903	306.48	1
22904	2974.52	6
22911	177.38	1
23024	1103.72	2
23113	148.79	1
23229	2160.78	21
23452	1000	1
23455	190.24	3
23508	1575.24	4
23513	75.73	1
23529	4039.69	15
23681	59.1	1
24061	15675.38	33
24066	776.27	1
24073	206.74	3
24141	426.87	2
24142	1000	1
24301	2321.18	8
24401	270.8	1
24416	134.65	2
24450	30.86	1
24592	1438.8	1
25006	103.3	1
26224	95.84	1
26506	40.93	1
27023	990	1
27588	125.98	2
27601	351.6	1
27606	287.3	7
27607	11.17	1
27615	479.72	2
27695	2469.36	15
27705	1942.74	6
27708	328.88	3
27829	49.86	1
27858	6588.99	15
28004	142.86	1
28006	4342.89	9
28023	47.94	1
28025	50.34	1
28027	92.56	1
28031	242.84	3
28045	211.6	1
28204	306.2	1
28223	397	1
28226	152.59	3
28277	3027.71	3
28306	1134.38	2
28516	221.93	6
28630	343.36	3
28638	319.84	1
28723	892.03	16
28765	61.25	1
28778	1000	1
28809	332.27	1
29073	87.42	1
29160	76.45	1
29201	1843.91	3
29204	103.4	1
29205	85.91	1
29212	79.88	1
29229	96.88	1
29238	1206.5	1
29307	414.64	4
29601	1774.85	2
29642	101.16	1
29681	111.06	3
29690	230.44	4
29707	334.63	12
29715	1037.92	1
30022	50.08	1
30041	645.27	4
30043	486.76	1
30060	518.57	7
30062	2481.98	9
30064	1256.59	10
30071	900	1
30078	13.13	1
30144	559.72	1
30303	1039.12	1
30305	10026.21	5
30306	293.26	1
30307	1009.7	9
30308	632	3
30316	1866.87	11
30318	191.87	1
30327	60.08	1
30332	116255.87	130
31082	381.55	2
31261	2841.18	6
32034	991.96	1
32086	75.31	1
32224	77.28	1
32306	218.05	4
32407	2066	28
32408	46.92	1
32425	440.15	1
32608	88.82	1
32611	614.63	6
32723	114.77	2
32750	906.96	2
32765	756.17	3
32792	321.78	4
32811	153.54	1
32816	683.01	8
32817	646.68	5
32826	469.83	2
32828	28.64	1
33012	1570.35	4
33023	99.25	1
33031	37.21	1
33076	93.56	4
33143	536.68	3
33146	1509.02	1
33156	108.88	2
33172	148.73	1
33180	76.03	1
33186	377.89	4
33199	181.79	3
33315	63.12	1
33431	473.36	7
33435	1311.58	8
33461	79.96	1
33462	326.97	4
33620	2464.59	4
33761	174.08	1
34360	189.39	1
35203	451.27	2
35205	215.52	3
35222	4973.63	5
35244	16.81	1
35294	3171.85	15
35487	1255.55	3
35756	48.05	2
35899	1190.35	3
36688	3122.4	2
36849	525.24	8
37042	1748.57	2
37203	753.88	2
37204	121.48	1
37212	112.31	1
37235	2631.63	8
37377	319.68	1
37402	259.92	1
37614	237.73	1
37620	1379.55	1
37660	4879.69	2
37737	106.2	1
37996	1624.69	5
38041	1837.59	5
38133	130.24	1
38139	131.8	1
38150	78.24	1
38400	295.84	2
39759	216.79	5
39762	2567.05	11
40047	91.68	1
40292	93.84	1
40511	81.5	1
41011	949.68	3
41240	112.6	1
41653	79.96	1
42101	61.75	2
43022	264.52	2
43026	122.65	2
43040	5789.92	1
43201	62.67	1
43210	2039.39	7
43215	479.52	1
43223	59.23	1
43606	212.37	3
43613	79.96	1
44026	959.52	1
44074	65.6	1
44118	123.5	2
44144	211.08	1
44145	399	1
44242	3512.09	4
44256	42.16	1
44325	488.34	4
44555	116.68	4
44645	103.92	1
44691	985.11	3
45206	1891.45	6
45212	31.45	2
45221	2591.4	6
45223	130.13	2
45227	453.84	2
45230	79.6	1
45238	95.27	1
45308	1386.84	1
45314	760.16	14
45315	999.12	2
45419	161.57	1
45429	56.32	1
45435	577.47	6
45469	98.67	1
45502	33.59	1
45604	193.57	1
45619	131.63	1
45701	339.04	2
45810	1012.74	5
46032	563.57	3
46122	48.33	1
46131	57.06	1
46202	1175.79	7
46220	554.12	1
46229	666.83	2
46235	554.12	1
46323	23.97	1
46391	95.96	1
46556	1702.27	7
46613	27.89	1
46802	629.81	3
46805	2209.09	2
46825	795.44	1
46845	121.28	1
46989	2000	1
47172	551.81	2
47306	159.8	2
47401	3156.7	9
47404	126.72	3
47405	5234.16	15
47406	12985.11	16
47408	433.08	1
47714	425.66	5
47803	1505.05	19
47834	51.84	1
47907	40.67	1
47933	124.78	1
47978	125.2	1
48033	67.16	1
48063	946.06	1
48072	334.93	1
48085	225.04	5
48088	3160.94	10
48103	1581.11	6
48104	359.81	4
48109	3578.02	14
48128	2292.2	13
48202	105.89	2
48304	606.78	2
48307	34.18	1
48324	487.81	6
48346	75.4	1
48383	639.36	1
48824	13008.37	92
48843	2256.44	4
49072	1680.81	7
49120	1153.63	1
49201	8938.03	20
49203	121.92	5
49417	3232.34	2
49456	64.19	1
49503	289.09	2
49707	21.61	1
49931	2652.11	24
50139	789.87	2
50240	90.68	1
50320	2141.34	3
52242	264.83	2
52302	65.48	1
52416	259.6	2
52501	5685.29	5
52521	4618.72	2
52722	1019.96	1
53021	197.95	3
53122	145.74	3
53186	136.19	1
53190	196.38	3
53211	86.72	1
53233	1230.62	4
53516	6.45	1
53523	70.22	1
53562	299.69	3
53570	727.18	5
53703	182.15	1
53705	120.52	1
53706	4239.81	12
53718	1000	1
54024	137.38	1
54303	62.27	3
54313	76.36	1
54495	1120.43	1
54868	326.1	1
55057	1688.65	10
55074	47.3	2
55102	3802	22
55104	8.29	1
55105	1818.92	4
55108	1018.93	1
55114	0	1
55115	201.64	2
55124	113.12	1
55125	93.4	2
55303	1004.41	2
55404	31.5	1
55413	20.23	1
55432	1399.68	1
55446	1530.52	4
55454	756.06	5
55455	6857.86	4
55746	383.52	1
55806	315.65	2
55812	1923.04	3
55987	111.4	1
56301	1335.97	2
57201	157.41	1
58060	536.63	2
58078	1909.5	2
59102	4137.49	16
59715	3981.13	3
59717	589.65	5
59801	32.29	1
59802	687.22	6
59803	51.73	1
59864	665.5	1
60010	209.6	2
60026	353.4	1
60048	639.88	1
60060	72.78	3
60137	2211.79	7
60174	2099.88	3
60193	96.64	1
60201	1442.33	2
60208	1999.58	7
60431	1019.32	1
60443	365.87	1
60453	3039.48	1
60527	3421.37	6
60540	832.36	4
60561	799.6	1
60602	819.95	1
60605	3415.36	15
60609	3233.12	1
60611	707.86	7
60614	191.05	2
60616	209.48	1
60620	634.35	1
60625	7470.79	6
60626	180.73	3
60636	2598.43	5
60637	1792.3	9
60651	168.35	2
60654	3198.4	3
60661	2212.58	4
60914	39.9	2
61008	683.44	2
61080	361.91	1
61107	2406.56	3
61701	1674.34	1
61748	85.6	2
61761	85.15	1
61790	79.36	2
61801	37711.64	90
61820	2212.23	6
61821	13800.48	17
62026	215.3	3
62234	563.24	1
63701	150	2
64014	138.8	2
64040	240.65	1
64068	116.36	3
64082	93.48	1
64108	390.72	4
64110	20767.49	17
64137	684.98	4
65211	444.03	8
65401	184.46	8
65409	510.19	9
65553	85.54	1
65802	79.96	1
65806	520.64	2
66045	141.76	4
66047	719.24	1
66083	341.73	4
66210	3854.36	6
66212	746.91	1
66506	6.29	1
66614	186.04	3
66720	75.9	1
67401	52.51	1
67601	11863.7	13
67661	199.6	1
68005	231.58	2
68046	230.12	1
68144	976.47	5
68405	1615.6	2
68516	4146.64	1
68583	6732.11	14
68588	1803.48	4
68802	1028.89	2
68845	115.35	2
68949	32.04	1
70118	2400.42	8
70119	368.99	9
70503	1213.68	2
70504	996.81	2
70518	1297.4	3
70607	27714.87	28
70734	51.63	1
70803	805.44	6
70810	79.53	1
70816	737.41	3
70817	680.31	9
71272	2295.27	6
71350	23.89	1
71360	47.67	1
72010	323.84	1
72034	1760.96	4
72035	283.72	2
72113	132.99	1
72149	83.21	1
72201	682.76	2
72207	0	1
72315	136.65	2
72701	10.78	1
72801	3097.59	9
73012	591.44	2
73019	3380.03	13
73064	2132.1	23
73069	2023.11	12
73071	126.42	2
74078	1275.73	9
74103	86.85	1
74104	1099.27	7
74112	83.1	1
74137	1079.71	2
75002	1260.14	5
75039	91.53	1
75071	1478.7	10
75074	674.91	3
75137	897.16	1
75205	258.92	4
75208	434.42	2
75240	71.43	1
75243	36.82	2
75248	1362.4	4
75801	81.9	1
76010	3281.32	3
76019	59.37	2
76129	3040.13	6
76201	324.17	1
76549	611.8	2
77005	3860.27	14
77006	367.6	1
77008	895.99	8
77009	271.25	4
77021	2941.82	2
77024	1797.77	15
77055	930.59	10
77056	23.11	1
77062	1039.48	1
77082	177.35	1
77087	590.29	2
77091	69.54	1
77096	277.48	3
77449	70.94	1
77498	3377.88	2
77598	36.91	1
77843	2965.85	8
77845	30.25	1
78100	468.24	1
78205	203.54	1
78223	39.89	1
78232	592.73	5
78240	403.19	6
78245	79.96	1
78250	1060.68	2
78254	2025.12	3
78260	1611.56	3
78602	1423.74	1
78666	111.09	1
78680	1351.86	2
78703	316	1
78704	273.62	6
78723	691.97	1
78757	615.35	1
79409	92.17	2
80002	60.44	1
80004	1873.5	9
80012	5320.23	14
80013	2187.31	2
80015	10927.3	30
80016	2340.64	4
80018	44.27	1
80020	1511.93	13
80021	513.08	4
80026	6010.08	14
80027	1058.17	9
80031	125.68	1
80045	97.36	2
80106	485.22	5
80107	1486.95	3
80109	15859.91	19
80110	199.8	1
80120	457.18	2
80121	1002.24	4
80123	405.12	3
80124	607.14	4
80125	3141.35	21
80126	8939.29	22
80127	7096.31	39
80129	8274.16	29
80130	125.53	2
80134	4123.64	24
80138	9826.86	7
80202	1524.31	1
80203	456.36	5
80204	674.25	4
80205	2482.02	4
80206	1056.18	4
80207	142.11	1
80208	3697.1	7
80210	24.91	1
80211	3010.81	12
80214	402.31	7
80215	3179.77	20
80216	2887.36	6
80217	706.7	7
80219	294.85	4
80220	119.31	1
80222	1869.13	12
80223	477.08	6
80224	2030.76	3
80226	3531.37	13
80227	250	1
80228	5843.9	36
80229	5137.53	17
80230	2364.4	8
80231	1025.38	17
80233	55.57	1
80235	5431.34	4
80236	2479.12	1
80237	995.2	11
80238	1215.23	2
80241	45.31	1
80260	2589.34	11
80301	2165.73	10
80302	1527.61	13
80303	340.96	3
80304	4570.9	15
80305	3684.91	26
80309	84973.07	320
80310	240.81	9
80401	41184.58	163
80403	680.72	1
80439	658.36	14
80465	1835.69	24
80466	1520.09	3
80501	5597.85	19
80503	7082.23	14
80504	14604.42	17
80513	893.92	2
80516	1530	2
80523	6343.78	7
80524	179.68	1
80525	809.12	2
80526	349.55	4
80528	1876.83	6
80530	3000	2
80540	46.85	1
80550	82.24	1
80601	912.19	3
80602	4519.62	18
80631	281.17	2
80639	325.68	3
80747	250	1
80840	98.01	1
80906	4765.87	12
80907	1204.82	28
80918	15109.95	27
81004	1356.05	7
81101	2593.21	13
81122	1000	1
81132	96.68	1
81144	2927.06	1
81240	107.56	2
81301	3713.84	35
81401	46.89	1
81428	175.17	5
81433	334.51	2
81501	280.54	5
81505	39.17	2
81611	75.06	1
81621	171.04	1
81624	297.92	2
82001	565	3
82070	101.64	2
82071	1118.08	3
82435	332.52	1
82443	119.7	2
82701	1442.72	1
83001	992.64	6
83002	6583.47	16
83301	64.56	1
83460	1057.14	8
83501	103.79	1
83616	2388.37	2
83642	3198.4	1
83653	500	1
83676	61.28	1
83686	236.13	3
83687	9257.67	4
83713	3173.5	2
83725	21190.67	62
83814	241.88	1
83844	1196	1
83854	2913.08	2
83871	1029.74	1
84003	89.47	1
84015	153.18	1
84045	1096.56	4
84058	84.44	1
84109	207.25	4
84112	512.22	3
84302	308.22	1
84321	9287.47	28
84322	3888.17	13
84335	44.09	1
84341	115.7	1
84404	195.71	3
84408	236.8	3
84602	88.15	2
84604	79.96	1
84770	1105.92	2
84780	1001.77	7
85087	36.2	1
85201	1239.98	7
85225	1573.63	2
85233	2159.71	5
85244	1500	1
85249	65.83	2
85257	143.24	1
85281	53.59	1
85287	7362.46	12
85296	176.32	1
85323	71.76	1
85714	94.97	1
85716	934.65	3
85719	11.81	1
85721	537.13	5
85741	432.4	1
85747	248.2	3
87106	335.86	5
87401	899.4	1
87501	2035.02	5
87505	1107.86	3
87544	143.76	2
87701	931.91	1
87801	4781.78	4
88003	3222.24	11
88011	552.82	2
89109	68.3	1
89154	641.16	4
89521	108.48	2
89557	4535.28	5
90007	1507.88	6
90024	1116.11	4
90036	978.38	14
90038	665.44	5
90045	441.38	1
90046	38.58	2
90066	1745	2
90094	1797.97	3
90095	19788.87	89
90247	114.16	3
90250	4286.78	9
90272	564.2	3
90275	273.84	3
90291	705.95	2
90403	479.56	1
90501	3176.28	3
90503	597.35	4
90747	2296.2	5
90804	64.56	2
90808	22.04	1
90814	1551.34	3
90840	1649.48	1
91007	1511.75	3
91101	2500.23	19
91105	315.5	1
91106	23.22	1
91107	3596.07	3
91109	85.95	1
91205	85.05	1
91208	2607.09	1
91327	672.02	8
91330	702.93	4
91352	56.59	2
91362	1898.76	3
91377	213.79	1
91510	1417.09	5
91710	88.44	1
91711	216.73	5
91763	404.49	3
91765	169.65	4
91766	76.08	1
91768	1764.47	10
91803	598.8	1
91910	479.76	1
92029	67.64	2
92040	412.48	2
92067	33.96	1
92078	629.7	6
92093	1521.76	19
92101	479.76	1
92105	1950.55	7
92106	70.86	3
92107	61.45	1
92110	887.58	1
92119	850.3	2
92121	2724.52	15
92127	26.05	1
92130	739.22	9
92143	136.37	2
92182	132.77	2
92243	6.72	1
92252	299.04	1
92373	157.44	3
92374	681.01	2
92521	505.84	1
92606	292.32	1
92617	1008.28	2
92620	200.33	3
92661	79.96	1
92679	429.8	2
92683	70.94	1
92704	159.96	1
92870	39.85	1
93003	285.38	3
93103	1299.05	1
93106	475.1	3
93117	1967.13	37
93311	1300.46	8
93401	94.63	2
93402	111.6	1
93405	30.77	1
93407	4315.83	7
93420	2543.99	17
93436	172.26	4
93444	361.4	2
93448	250	1
93465	2974.4	2
93535	7.6	1
93536	595.73	2
93611	147.06	1
93940	227.06	1
94025	21.9	1
94027	6729.6	46
94035	381.74	5
94043	217.96	2
94065	250.44	1
94070	1655.38	3
94085	120.08	1
94103	1826.5	3
94105	3168.62	7
94107	7860.85	19
94110	133.49	3
94111	541.26	6
94112	10186.44	45
94114	1754.03	19
94115	36.67	1
94116	6480.26	28
94117	2897.32	2
94118	2214.64	5
94121	221.66	1
94122	108.18	5
94131	22.01	1
94132	847.76	3
94133	55.79	1
94301	1229.87	7
94305	4488.95	23
94401	88.31	1
94402	224.23	1
94403	105.09	1
94501	115.88	1
94530	37.29	1
94536	2250.91	6
94546	165.04	1
94551	25.96	1
94577	1173.96	2
94588	1046.93	15
94602	1111.71	4
94607	753.37	3
94608	277.58	3
94609	2888.88	11
94618	53.12	1
94621	3957.73	21
94702	532.96	1
94706	799.6	1
94708	1030.01	6
94720	7317.26	26
94901	75.04	1
94928	26191.42	45
94941	70.84	1
94965	91.84	1
95014	401.28	4
95051	51.93	1
95054	4040.96	10
95060	702.25	4
95062	43.93	1
95064	1137.24	1
95076	478.3	4
95112	4311.32	6
95120	33.59	1
95125	49.21	1
95126	4529.22	13
95129	495.65	3
95160	102.3	1
95405	244.31	2
95407	1000	1
95436	86.98	1
95472	267.96	1
95521	260.87	4
95616	1209.78	23
95618	233.07	2
95762	31.46	1
95926	223.67	3
95961	133.33	1
96515	296.95	3
96708	1388.04	8
96720	17.14	1
96822	694.44	9
96826	3606.46	7
97006	1289.02	1
97007	13.76	1
97008	713.59	3
97027	490.12	1
97070	587.88	2
97071	64.71	1
97116	61.56	1
97123	5211.77	14
97124	5304.52	3
97132	826.04	7
97201	1728.2	4
97206	1680.02	3
97211	182.36	3
97212	0	1
97216	1234	5
97223	74.58	1
97225	61.2	1
97227	219.6	1
97229	1572.16	2
97321	175.48	1
97330	197.11	4
97401	156.24	2
97402	1777.51	7
97702	1184.98	5
97882	260.4	3
98006	3871.78	6
98026	1675.77	8
98039	2271.49	10
98052	844.13	2
98053	297.48	6
98070	374.49	1
98092	445.04	1
98105	1406.93	2
98110	865.95	4
98115	1333.98	3
98117	158.5	1
98118	22.01	1
98119	4615.28	45
98122	1047.18	7
98125	117.65	2
98195	7422.77	27
98226	420.98	2
98229	80.73	1
98402	378.64	2
98407	189.42	3
98672	34.84	1
98685	216.67	6
98837	1199.4	1
98855	603.56	1
98926	1323.35	2
99217	1644.1	5
99501	399.58	4
99508	1050.77	6
99654	543.09	2
99775	3990.76	4
99801	1666.37	3
